epoch,layer_index,layer_name,beta,tau
60,29,stage3.1.attn.x_lif,0.510403,2.042497
60,30,stage3.1.attn.q_lif,0.268023,1.366163
60,31,stage3.1.attn.k_lif,0.290338,1.409122
60,32,stage3.1.attn.v_lif,0.347741,1.533132
60,33,stage3.1.attn.attn_lif,0.185761,1.228140
60,34,stage3.1.mlp.fc1_lif,0.663283,2.969853
60,35,stage3.1.mlp.fc2_lif,0.453632,1.830269
60,36,head_lif,0.344883,1.526445
65,0,patch_embed1.embed1.embed_lif,0.283946,1.396543
65,1,patch_embed1.embed2.embed_lif,0.479471,1.921123
65,2,stage1.0.attn.x_lif,0.382029,1.618198
65,3,stage1.0.attn.q_lif,0.269005,1.367998
65,4,stage1.0.attn.k_lif,0.414520,1.707999
65,5,stage1.0.attn.v_lif,0.407561,1.687938
65,6,stage1.0.attn.attn_lif,0.870444,7.718673
65,7,stage1.0.mlp.fc1_lif,0.670665,3.036423
65,8,stage1.0.mlp.fc2_lif,0.456652,1.840440
65,9,patch_embed2.embed1.embed_lif,0.523842,2.100143
65,10,patch_embed2.orig_embed1.embed_lif,0.286904,1.402337
65,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
65,12,stage2.0.attn.x_lif,0.502760,2.011102
65,13,stage2.0.attn.q_lif,0.324824,1.481095
65,14,stage2.0.attn.k_lif,0.379831,1.612465
65,15,stage2.0.attn.v_lif,0.368364,1.583189
65,16,stage2.0.attn.attn_lif,0.714400,3.501400
65,17,stage2.0.mlp.fc1_lif,0.704855,3.388163
65,18,stage2.0.mlp.fc2_lif,0.619306,2.626782
65,19,patch_embed3.embed1.embed_lif,0.521024,2.087786
65,20,patch_embed3.orig_embed1.embed_lif,0.273759,1.376954
65,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
65,22,stage3.0.attn.x_lif,0.484156,1.938572
65,23,stage3.0.attn.q_lif,0.276447,1.382068
65,24,stage3.0.attn.k_lif,0.300831,1.430270
65,25,stage3.0.attn.v_lif,0.302518,1.433729
65,26,stage3.0.attn.attn_lif,0.352449,1.544281
65,27,stage3.0.mlp.fc1_lif,0.636284,2.749396
65,28,stage3.0.mlp.fc2_lif,0.521460,2.089689
65,29,stage3.1.attn.x_lif,0.509655,2.039379
65,30,stage3.1.attn.q_lif,0.267291,1.364799
65,31,stage3.1.attn.k_lif,0.294097,1.416625
65,32,stage3.1.attn.v_lif,0.349791,1.537968
65,33,stage3.1.attn.attn_lif,0.181597,1.221893
65,34,stage3.1.mlp.fc1_lif,0.659969,2.940909
65,35,stage3.1.mlp.fc2_lif,0.436294,1.773974
65,36,head_lif,0.342788,1.521580
70,0,patch_embed1.embed1.embed_lif,0.275588,1.380430
70,1,patch_embed1.embed2.embed_lif,0.476670,1.910841
70,2,stage1.0.attn.x_lif,0.379168,1.610742
70,3,stage1.0.attn.q_lif,0.277863,1.384779
70,4,stage1.0.attn.k_lif,0.416673,1.714305
70,5,stage1.0.attn.v_lif,0.412266,1.701450
70,6,stage1.0.attn.attn_lif,0.875639,8.041077
70,7,stage1.0.mlp.fc1_lif,0.668425,3.015910
70,8,stage1.0.mlp.fc2_lif,0.454781,1.834127
70,9,patch_embed2.embed1.embed_lif,0.520838,2.086977
70,10,patch_embed2.orig_embed1.embed_lif,0.288965,1.406401
70,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
70,12,stage2.0.attn.x_lif,0.500348,2.001391
70,13,stage2.0.attn.q_lif,0.320873,1.472478
70,14,stage2.0.attn.k_lif,0.379222,1.610883
70,15,stage2.0.attn.v_lif,0.359455,1.561170
70,16,stage2.0.attn.attn_lif,0.718807,3.556277
70,17,stage2.0.mlp.fc1_lif,0.704346,3.382327
70,18,stage2.0.mlp.fc2_lif,0.611004,2.570722
70,19,patch_embed3.embed1.embed_lif,0.515757,2.065080
70,20,patch_embed3.orig_embed1.embed_lif,0.275697,1.380638
70,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
70,22,stage3.0.attn.x_lif,0.481088,1.927109
70,23,stage3.0.attn.q_lif,0.263941,1.358587
70,24,stage3.0.attn.k_lif,0.290053,1.408557
70,25,stage3.0.attn.v_lif,0.297710,1.423913
70,26,stage3.0.attn.attn_lif,0.339946,1.515028
70,27,stage3.0.mlp.fc1_lif,0.626660,2.678525
70,28,stage3.0.mlp.fc2_lif,0.501147,2.004597
70,29,stage3.1.attn.x_lif,0.507625,2.030974
70,30,stage3.1.attn.q_lif,0.265341,1.361176
70,31,stage3.1.attn.k_lif,0.294873,1.418184
70,32,stage3.1.attn.v_lif,0.344584,1.525748
70,33,stage3.1.attn.attn_lif,0.184480,1.226211
70,34,stage3.1.mlp.fc1_lif,0.651630,2.870512
70,35,stage3.1.mlp.fc2_lif,0.421357,1.728182
70,36,head_lif,0.343268,1.522690
75,0,patch_embed1.embed1.embed_lif,0.271228,1.372172
75,1,patch_embed1.embed2.embed_lif,0.483008,1.934265
75,2,stage1.0.attn.x_lif,0.368149,1.582651
75,3,stage1.0.attn.q_lif,0.271979,1.373586
75,4,stage1.0.attn.k_lif,0.412512,1.702162
75,5,stage1.0.attn.v_lif,0.406633,1.685297
75,6,stage1.0.attn.attn_lif,0.879541,8.301557
75,7,stage1.0.mlp.fc1_lif,0.666943,3.002488
75,8,stage1.0.mlp.fc2_lif,0.455163,1.835413
75,9,patch_embed2.embed1.embed_lif,0.517215,2.071315
75,10,patch_embed2.orig_embed1.embed_lif,0.281807,1.392383
75,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
75,12,stage2.0.attn.x_lif,0.491619,1.967029
75,13,stage2.0.attn.q_lif,0.318299,1.466919
75,14,stage2.0.attn.k_lif,0.376140,1.602923
75,15,stage2.0.attn.v_lif,0.349605,1.537528
75,16,stage2.0.attn.attn_lif,0.722707,3.606297
75,17,stage2.0.mlp.fc1_lif,0.706370,3.405652
75,18,stage2.0.mlp.fc2_lif,0.604240,2.526786
75,19,patch_embed3.embed1.embed_lif,0.523482,2.098556
75,20,patch_embed3.orig_embed1.embed_lif,0.269326,1.368599
75,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
75,22,stage3.0.attn.x_lif,0.466210,1.873395
75,23,stage3.0.attn.q_lif,0.252251,1.337347
75,24,stage3.0.attn.k_lif,0.285997,1.400554
75,25,stage3.0.attn.v_lif,0.289381,1.407223
75,26,stage3.0.attn.attn_lif,0.334237,1.502035
75,27,stage3.0.mlp.fc1_lif,0.616687,2.608831
75,28,stage3.0.mlp.fc2_lif,0.481696,1.929368
75,29,stage3.1.attn.x_lif,0.516485,2.068187
75,30,stage3.1.attn.q_lif,0.263284,1.357376
75,31,stage3.1.attn.k_lif,0.294185,1.416802
75,32,stage3.1.attn.v_lif,0.337614,1.509694
75,33,stage3.1.attn.attn_lif,0.181018,1.221029
75,34,stage3.1.mlp.fc1_lif,0.647305,2.835309
75,35,stage3.1.mlp.fc2_lif,0.407601,1.688051
75,36,head_lif,0.339430,1.513845
80,0,patch_embed1.embed1.embed_lif,0.266988,1.364233
80,1,patch_embed1.embed2.embed_lif,0.483566,1.936357
80,2,stage1.0.attn.x_lif,0.364494,1.573548
80,3,stage1.0.attn.q_lif,0.276306,1.381799
80,4,stage1.0.attn.k_lif,0.413936,1.706298
80,5,stage1.0.attn.v_lif,0.404169,1.678328
80,6,stage1.0.attn.attn_lif,0.882845,8.535713
80,7,stage1.0.mlp.fc1_lif,0.670088,3.031115
80,8,stage1.0.mlp.fc2_lif,0.457135,1.842079
80,9,patch_embed2.embed1.embed_lif,0.514765,2.060857
80,10,patch_embed2.orig_embed1.embed_lif,0.280598,1.390043
80,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
80,12,stage2.0.attn.x_lif,0.487932,1.952866
80,13,stage2.0.attn.q_lif,0.314417,1.458612
80,14,stage2.0.attn.k_lif,0.372663,1.594039
80,15,stage2.0.attn.v_lif,0.348469,1.534847
80,16,stage2.0.attn.attn_lif,0.724377,3.628139
80,17,stage2.0.mlp.fc1_lif,0.704885,3.388504
80,18,stage2.0.mlp.fc2_lif,0.594951,2.468838
80,19,patch_embed3.embed1.embed_lif,0.524172,2.101598
80,20,patch_embed3.orig_embed1.embed_lif,0.268804,1.367622
80,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
80,22,stage3.0.attn.x_lif,0.452678,1.827078
80,23,stage3.0.attn.q_lif,0.243838,1.322469
80,24,stage3.0.attn.k_lif,0.279478,1.387882
80,25,stage3.0.attn.v_lif,0.282383,1.393501
80,26,stage3.0.attn.attn_lif,0.333166,1.499624
80,27,stage3.0.mlp.fc1_lif,0.607412,2.547199
80,28,stage3.0.mlp.fc2_lif,0.465865,1.872186
80,29,stage3.1.attn.x_lif,0.517810,2.073873
80,30,stage3.1.attn.q_lif,0.265509,1.361486
80,31,stage3.1.attn.k_lif,0.300463,1.429516
80,32,stage3.1.attn.v_lif,0.338958,1.512764
80,33,stage3.1.attn.attn_lif,0.187547,1.230841
80,34,stage3.1.mlp.fc1_lif,0.640609,2.782488
80,35,stage3.1.mlp.fc2_lif,0.395089,1.653135
80,36,head_lif,0.336573,1.507324
85,0,patch_embed1.embed1.embed_lif,0.267590,1.365356
85,1,patch_embed1.embed2.embed_lif,0.483388,1.935690
85,2,stage1.0.attn.x_lif,0.355366,1.551267
85,3,stage1.0.attn.q_lif,0.272652,1.374858
85,4,stage1.0.attn.k_lif,0.410094,1.695186
85,5,stage1.0.attn.v_lif,0.406271,1.684271
85,6,stage1.0.attn.attn_lif,0.885891,8.763516
85,7,stage1.0.mlp.fc1_lif,0.665652,2.990893
85,8,stage1.0.mlp.fc2_lif,0.457019,1.841684
85,9,patch_embed2.embed1.embed_lif,0.512477,2.051183
85,10,patch_embed2.orig_embed1.embed_lif,0.279329,1.387597
85,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
85,12,stage2.0.attn.x_lif,0.485470,1.943523
85,13,stage2.0.attn.q_lif,0.312955,1.455509
85,14,stage2.0.attn.k_lif,0.371341,1.590688
85,15,stage2.0.attn.v_lif,0.342413,1.520711
85,16,stage2.0.attn.attn_lif,0.727442,3.668938
85,17,stage2.0.mlp.fc1_lif,0.702884,3.365689
85,18,stage2.0.mlp.fc2_lif,0.587281,2.422956
85,19,patch_embed3.embed1.embed_lif,0.521323,2.089090
85,20,patch_embed3.orig_embed1.embed_lif,0.270098,1.370047
85,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
85,22,stage3.0.attn.x_lif,0.441697,1.791142
85,23,stage3.0.attn.q_lif,0.235368,1.307819
85,24,stage3.0.attn.k_lif,0.275602,1.380457
85,25,stage3.0.attn.v_lif,0.277487,1.384058
85,26,stage3.0.attn.attn_lif,0.333396,1.500142
85,27,stage3.0.mlp.fc1_lif,0.596339,2.477326
85,28,stage3.0.mlp.fc2_lif,0.448117,1.811979
85,29,stage3.1.attn.x_lif,0.513803,2.056780
85,30,stage3.1.attn.q_lif,0.266708,1.363714
85,31,stage3.1.attn.k_lif,0.304400,1.437607
85,32,stage3.1.attn.v_lif,0.331361,1.495575
85,33,stage3.1.attn.attn_lif,0.190266,1.234973
85,34,stage3.1.mlp.fc1_lif,0.635533,2.743731
85,35,stage3.1.mlp.fc2_lif,0.384883,1.625706
85,36,head_lif,0.330175,1.492927
90,0,patch_embed1.embed1.embed_lif,0.264571,1.359751
90,1,patch_embed1.embed2.embed_lif,0.486481,1.947348
90,2,stage1.0.attn.x_lif,0.350760,1.540262
90,3,stage1.0.attn.q_lif,0.276943,1.383017
90,4,stage1.0.attn.k_lif,0.409226,1.692694
90,5,stage1.0.attn.v_lif,0.409353,1.693058
90,6,stage1.0.attn.attn_lif,0.887885,8.919376
90,7,stage1.0.mlp.fc1_lif,0.663479,2.971581
90,8,stage1.0.mlp.fc2_lif,0.458782,1.847686
90,9,patch_embed2.embed1.embed_lif,0.507442,2.030217
90,10,patch_embed2.orig_embed1.embed_lif,0.278526,1.386052
90,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
90,12,stage2.0.attn.x_lif,0.479511,1.921269
90,13,stage2.0.attn.q_lif,0.307190,1.443397
90,14,stage2.0.attn.k_lif,0.365291,1.575525
90,15,stage2.0.attn.v_lif,0.337764,1.510036
90,16,stage2.0.attn.attn_lif,0.727641,3.671627
90,17,stage2.0.mlp.fc1_lif,0.701103,3.345633
90,18,stage2.0.mlp.fc2_lif,0.581294,2.388311
90,19,patch_embed3.embed1.embed_lif,0.523602,2.099085
90,20,patch_embed3.orig_embed1.embed_lif,0.268431,1.366924
90,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
90,22,stage3.0.attn.x_lif,0.438526,1.781025
90,23,stage3.0.attn.q_lif,0.226342,1.292560
90,24,stage3.0.attn.k_lif,0.266353,1.363053
90,25,stage3.0.attn.v_lif,0.269983,1.369831
90,26,stage3.0.attn.attn_lif,0.333585,1.500567
90,27,stage3.0.mlp.fc1_lif,0.583093,2.398618
90,28,stage3.0.mlp.fc2_lif,0.428593,1.750065
90,29,stage3.1.attn.x_lif,0.522222,2.093021
90,30,stage3.1.attn.q_lif,0.266944,1.364152
90,31,stage3.1.attn.k_lif,0.305784,1.440474
90,32,stage3.1.attn.v_lif,0.333085,1.499443
90,33,stage3.1.attn.attn_lif,0.198111,1.247055
90,34,stage3.1.mlp.fc1_lif,0.632332,2.719845
90,35,stage3.1.mlp.fc2_lif,0.378979,1.610253
90,36,head_lif,0.324359,1.480077
95,0,patch_embed1.embed1.embed_lif,0.259835,1.351050
95,1,patch_embed1.embed2.embed_lif,0.488537,1.955177
95,2,stage1.0.attn.x_lif,0.348635,1.535239
95,3,stage1.0.attn.q_lif,0.275288,1.379858
95,4,stage1.0.attn.k_lif,0.409223,1.692685
95,5,stage1.0.attn.v_lif,0.404216,1.678462
95,6,stage1.0.attn.attn_lif,0.889264,9.030467
95,7,stage1.0.mlp.fc1_lif,0.659181,2.934109
95,8,stage1.0.mlp.fc2_lif,0.458299,1.846037
95,9,patch_embed2.embed1.embed_lif,0.507529,2.030576
95,10,patch_embed2.orig_embed1.embed_lif,0.277201,1.383511
95,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
95,12,stage2.0.attn.x_lif,0.476136,1.908892
95,13,stage2.0.attn.q_lif,0.309728,1.448703
95,14,stage2.0.attn.k_lif,0.364612,1.573842
95,15,stage2.0.attn.v_lif,0.335889,1.505772
95,16,stage2.0.attn.attn_lif,0.730795,3.714643
95,17,stage2.0.mlp.fc1_lif,0.700198,3.335535
95,18,stage2.0.mlp.fc2_lif,0.574820,2.351943
95,19,patch_embed3.embed1.embed_lif,0.523801,2.099961
95,20,patch_embed3.orig_embed1.embed_lif,0.265488,1.361448
95,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
95,22,stage3.0.attn.x_lif,0.430891,1.757133
95,23,stage3.0.attn.q_lif,0.221084,1.283835
95,24,stage3.0.attn.k_lif,0.264024,1.358740
95,25,stage3.0.attn.v_lif,0.265084,1.360699
95,26,stage3.0.attn.attn_lif,0.335558,1.505021
95,27,stage3.0.mlp.fc1_lif,0.571077,2.331419
95,28,stage3.0.mlp.fc2_lif,0.417017,1.715317
95,29,stage3.1.attn.x_lif,0.521572,2.090179
95,30,stage3.1.attn.q_lif,0.261931,1.354887
95,31,stage3.1.attn.k_lif,0.303867,1.436507
95,32,stage3.1.attn.v_lif,0.325527,1.482639
95,33,stage3.1.attn.attn_lif,0.200252,1.250395
95,34,stage3.1.mlp.fc1_lif,0.625080,2.667233
95,35,stage3.1.mlp.fc2_lif,0.367958,1.582173
95,36,head_lif,0.317180,1.464515
100,0,patch_embed1.embed1.embed_lif,0.256154,1.344364
100,1,patch_embed1.embed2.embed_lif,0.489595,1.959230
100,2,stage1.0.attn.x_lif,0.347451,1.532453
100,3,stage1.0.attn.q_lif,0.277819,1.384695
100,4,stage1.0.attn.k_lif,0.411315,1.698703
100,5,stage1.0.attn.v_lif,0.402649,1.674057
100,6,stage1.0.attn.attn_lif,0.890885,9.164631
100,7,stage1.0.mlp.fc1_lif,0.656357,2.909999
100,8,stage1.0.mlp.fc2_lif,0.460556,1.853761
100,9,patch_embed2.embed1.embed_lif,0.506148,2.024898
100,10,patch_embed2.orig_embed1.embed_lif,0.271660,1.372986
100,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
100,12,stage2.0.attn.x_lif,0.470962,1.890222
100,13,stage2.0.attn.q_lif,0.308569,1.446276
100,14,stage2.0.attn.k_lif,0.365709,1.576563
100,15,stage2.0.attn.v_lif,0.332301,1.497681
100,16,stage2.0.attn.attn_lif,0.733134,3.747203
100,17,stage2.0.mlp.fc1_lif,0.697849,3.309599
100,18,stage2.0.mlp.fc2_lif,0.564782,2.297702
100,19,patch_embed3.embed1.embed_lif,0.524146,2.101485
100,20,patch_embed3.orig_embed1.embed_lif,0.262333,1.355625
100,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
100,22,stage3.0.attn.x_lif,0.424826,1.738605
100,23,stage3.0.attn.q_lif,0.214857,1.273653
100,24,stage3.0.attn.k_lif,0.258503,1.348623
100,25,stage3.0.attn.v_lif,0.260030,1.351406
100,26,stage3.0.attn.attn_lif,0.333480,1.500330
100,27,stage3.0.mlp.fc1_lif,0.561146,2.278660
100,28,stage3.0.mlp.fc2_lif,0.399187,1.664412
100,29,stage3.1.attn.x_lif,0.523161,2.097144
100,30,stage3.1.attn.q_lif,0.258560,1.348727
100,31,stage3.1.attn.k_lif,0.301781,1.432216
100,32,stage3.1.attn.v_lif,0.318734,1.467856
100,33,stage3.1.attn.attn_lif,0.200613,1.250959
100,34,stage3.1.mlp.fc1_lif,0.619872,2.630690
100,35,stage3.1.mlp.fc2_lif,0.360658,1.564109
100,36,head_lif,0.310566,1.450466
105,0,patch_embed1.embed1.embed_lif,0.253122,1.338907
105,1,patch_embed1.embed2.embed_lif,0.490580,1.963017
105,2,stage1.0.attn.x_lif,0.348645,1.535261
105,3,stage1.0.attn.q_lif,0.277811,1.384679
105,4,stage1.0.attn.k_lif,0.412226,1.701335
105,5,stage1.0.attn.v_lif,0.401976,1.672173
105,6,stage1.0.attn.attn_lif,0.891762,9.238922
105,7,stage1.0.mlp.fc1_lif,0.655268,2.900806
105,8,stage1.0.mlp.fc2_lif,0.459201,1.849117
105,9,patch_embed2.embed1.embed_lif,0.505954,2.024103
105,10,patch_embed2.orig_embed1.embed_lif,0.268120,1.366344
105,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
105,12,stage2.0.attn.x_lif,0.469644,1.885526
105,13,stage2.0.attn.q_lif,0.304915,1.438673
105,14,stage2.0.attn.k_lif,0.363848,1.571952
105,15,stage2.0.attn.v_lif,0.330933,1.494618
105,16,stage2.0.attn.attn_lif,0.733754,3.755921
105,17,stage2.0.mlp.fc1_lif,0.693413,3.261716
105,18,stage2.0.mlp.fc2_lif,0.556631,2.255455
105,19,patch_embed3.embed1.embed_lif,0.524326,2.102278
105,20,patch_embed3.orig_embed1.embed_lif,0.262670,1.356245
105,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
105,22,stage3.0.attn.x_lif,0.416809,1.714705
105,23,stage3.0.attn.q_lif,0.210784,1.267081
105,24,stage3.0.attn.k_lif,0.255743,1.343622
105,25,stage3.0.attn.v_lif,0.256301,1.344630
105,26,stage3.0.attn.attn_lif,0.333659,1.500732
105,27,stage3.0.mlp.fc1_lif,0.551139,2.227861
105,28,stage3.0.mlp.fc2_lif,0.381165,1.615939
105,29,stage3.1.attn.x_lif,0.524556,2.103298
105,30,stage3.1.attn.q_lif,0.257389,1.346601
105,31,stage3.1.attn.k_lif,0.302296,1.433273
105,32,stage3.1.attn.v_lif,0.315026,1.459910
105,33,stage3.1.attn.attn_lif,0.201733,1.252714
105,34,stage3.1.mlp.fc1_lif,0.615959,2.603889
105,35,stage3.1.mlp.fc2_lif,0.352947,1.545468
105,36,head_lif,0.304148,1.437087
110,0,patch_embed1.embed1.embed_lif,0.252124,1.337119
110,1,patch_embed1.embed2.embed_lif,0.491320,1.965872
110,2,stage1.0.attn.x_lif,0.346549,1.530336
110,3,stage1.0.attn.q_lif,0.278074,1.385184
110,4,stage1.0.attn.k_lif,0.412399,1.701834
110,5,stage1.0.attn.v_lif,0.400625,1.668404
110,6,stage1.0.attn.attn_lif,0.892406,9.294207
110,7,stage1.0.mlp.fc1_lif,0.653430,2.885416
110,8,stage1.0.mlp.fc2_lif,0.457959,1.844878
110,9,patch_embed2.embed1.embed_lif,0.505766,2.023332
110,10,patch_embed2.orig_embed1.embed_lif,0.266393,1.363128
110,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
110,12,stage2.0.attn.x_lif,0.467370,1.877475
110,13,stage2.0.attn.q_lif,0.301889,1.432437
110,14,stage2.0.attn.k_lif,0.363457,1.570987
110,15,stage2.0.attn.v_lif,0.326156,1.484023
110,16,stage2.0.attn.attn_lif,0.733367,3.750474
110,17,stage2.0.mlp.fc1_lif,0.689436,3.219944
110,18,stage2.0.mlp.fc2_lif,0.550330,2.223851
110,19,patch_embed3.embed1.embed_lif,0.524403,2.102621
110,20,patch_embed3.orig_embed1.embed_lif,0.258953,1.349442
110,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
110,22,stage3.0.attn.x_lif,0.412405,1.701854
110,23,stage3.0.attn.q_lif,0.206893,1.260864
110,24,stage3.0.attn.k_lif,0.250602,1.334404
110,25,stage3.0.attn.v_lif,0.252870,1.338455
110,26,stage3.0.attn.attn_lif,0.334420,1.502449
110,27,stage3.0.mlp.fc1_lif,0.542855,2.187492
110,28,stage3.0.mlp.fc2_lif,0.368071,1.582456
110,29,stage3.1.attn.x_lif,0.527545,2.116603
110,30,stage3.1.attn.q_lif,0.255101,1.342464
110,31,stage3.1.attn.k_lif,0.301112,1.430845
110,32,stage3.1.attn.v_lif,0.310621,1.450581
110,33,stage3.1.attn.attn_lif,0.205817,1.259155
110,34,stage3.1.mlp.fc1_lif,0.610203,2.565438
110,35,stage3.1.mlp.fc2_lif,0.343070,1.522231
110,36,head_lif,0.299831,1.428227
115,0,patch_embed1.embed1.embed_lif,0.252222,1.337295
115,1,patch_embed1.embed2.embed_lif,0.490938,1.964399
115,2,stage1.0.attn.x_lif,0.346686,1.530658
115,3,stage1.0.attn.q_lif,0.277482,1.384049
115,4,stage1.0.attn.k_lif,0.410661,1.696816
115,5,stage1.0.attn.v_lif,0.399857,1.666270
115,6,stage1.0.attn.attn_lif,0.892779,9.326565
115,7,stage1.0.mlp.fc1_lif,0.650834,2.863970
115,8,stage1.0.mlp.fc2_lif,0.458655,1.847252
115,9,patch_embed2.embed1.embed_lif,0.506980,2.028316
115,10,patch_embed2.orig_embed1.embed_lif,0.264123,1.358923
115,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
115,12,stage2.0.attn.x_lif,0.461808,1.858072
115,13,stage2.0.attn.q_lif,0.298447,1.425409
115,14,stage2.0.attn.k_lif,0.360814,1.564490
115,15,stage2.0.attn.v_lif,0.324574,1.480548
115,16,stage2.0.attn.attn_lif,0.733238,3.748661
115,17,stage2.0.mlp.fc1_lif,0.686336,3.188120
115,18,stage2.0.mlp.fc2_lif,0.544752,2.196604
115,19,patch_embed3.embed1.embed_lif,0.524071,2.101153
115,20,patch_embed3.orig_embed1.embed_lif,0.254319,1.341056
115,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
115,22,stage3.0.attn.x_lif,0.407608,1.688073
115,23,stage3.0.attn.q_lif,0.201450,1.252270
115,24,stage3.0.attn.k_lif,0.247251,1.328465
115,25,stage3.0.attn.v_lif,0.248236,1.330204
115,26,stage3.0.attn.attn_lif,0.334317,1.502217
115,27,stage3.0.mlp.fc1_lif,0.532338,2.138299
115,28,stage3.0.mlp.fc2_lif,0.353716,1.547308
115,29,stage3.1.attn.x_lif,0.529469,2.125259
115,30,stage3.1.attn.q_lif,0.255168,1.342585
115,31,stage3.1.attn.k_lif,0.303304,1.435346
115,32,stage3.1.attn.v_lif,0.308934,1.447040
115,33,stage3.1.attn.attn_lif,0.211892,1.268862
115,34,stage3.1.mlp.fc1_lif,0.605501,2.534863
115,35,stage3.1.mlp.fc2_lif,0.332367,1.497828
115,36,head_lif,0.291685,1.411801
120,0,patch_embed1.embed1.embed_lif,0.250770,1.334704
120,1,patch_embed1.embed2.embed_lif,0.491078,1.964936
120,2,stage1.0.attn.x_lif,0.345892,1.528799
120,3,stage1.0.attn.q_lif,0.277240,1.383585
120,4,stage1.0.attn.k_lif,0.411111,1.698114
120,5,stage1.0.attn.v_lif,0.400057,1.666824
120,6,stage1.0.attn.attn_lif,0.893130,9.357123
120,7,stage1.0.mlp.fc1_lif,0.649977,2.856957
120,8,stage1.0.mlp.fc2_lif,0.457995,1.845002
120,9,patch_embed2.embed1.embed_lif,0.506018,2.024365
120,10,patch_embed2.orig_embed1.embed_lif,0.260571,1.352395
120,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
120,12,stage2.0.attn.x_lif,0.458673,1.847314
120,13,stage2.0.attn.q_lif,0.296748,1.421965
120,14,stage2.0.attn.k_lif,0.359901,1.562258
120,15,stage2.0.attn.v_lif,0.322135,1.475221
120,16,stage2.0.attn.attn_lif,0.733464,3.751834
120,17,stage2.0.mlp.fc1_lif,0.682567,3.150270
120,18,stage2.0.mlp.fc2_lif,0.539110,2.169713
120,19,patch_embed3.embed1.embed_lif,0.524448,2.102818
120,20,patch_embed3.orig_embed1.embed_lif,0.252414,1.337638
120,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
120,22,stage3.0.attn.x_lif,0.403078,1.675261
120,23,stage3.0.attn.q_lif,0.198868,1.248234
120,24,stage3.0.attn.k_lif,0.245514,1.325405
120,25,stage3.0.attn.v_lif,0.245071,1.324628
120,26,stage3.0.attn.attn_lif,0.337064,1.508440
120,27,stage3.0.mlp.fc1_lif,0.524445,2.102808
120,28,stage3.0.mlp.fc2_lif,0.341386,1.518340
120,29,stage3.1.attn.x_lif,0.529927,2.127331
120,30,stage3.1.attn.q_lif,0.254873,1.342054
120,31,stage3.1.attn.k_lif,0.304460,1.437733
120,32,stage3.1.attn.v_lif,0.305908,1.440731
120,33,stage3.1.attn.attn_lif,0.215599,1.274858
120,34,stage3.1.mlp.fc1_lif,0.601022,2.506406
120,35,stage3.1.mlp.fc2_lif,0.323282,1.477721
120,36,head_lif,0.285966,1.400494
125,0,patch_embed1.embed1.embed_lif,0.250440,1.334116
125,1,patch_embed1.embed2.embed_lif,0.491461,1.966417
125,2,stage1.0.attn.x_lif,0.347185,1.531828
125,3,stage1.0.attn.q_lif,0.277502,1.384086
125,4,stage1.0.attn.k_lif,0.410387,1.696028
125,5,stage1.0.attn.v_lif,0.399385,1.664961
125,6,stage1.0.attn.attn_lif,0.893327,9.374476
125,7,stage1.0.mlp.fc1_lif,0.649099,2.849805
125,8,stage1.0.mlp.fc2_lif,0.456824,1.841023
125,9,patch_embed2.embed1.embed_lif,0.505444,2.022014
125,10,patch_embed2.orig_embed1.embed_lif,0.257262,1.346369
125,11,patch_embed2.embed2.embed_lif,0.500000,2.000000
125,12,stage2.0.attn.x_lif,0.457415,1.843029
125,13,stage2.0.attn.q_lif,0.296783,1.422037
125,14,stage2.0.attn.k_lif,0.359903,1.562263
125,15,stage2.0.attn.v_lif,0.321408,1.473639
125,16,stage2.0.attn.attn_lif,0.733848,3.757247
125,17,stage2.0.mlp.fc1_lif,0.679875,3.123776
125,18,stage2.0.mlp.fc2_lif,0.535075,2.150883
125,19,patch_embed3.embed1.embed_lif,0.523811,2.100006
125,20,patch_embed3.orig_embed1.embed_lif,0.248741,1.331098
125,21,patch_embed3.embed2.embed_lif,0.500000,2.000000
125,22,stage3.0.attn.x_lif,0.402036,1.672343
125,23,stage3.0.attn.q_lif,0.197061,1.245425
