epoch,train_loss,eval_loss,eval_top1,eval_top5
185,2.502793126924395,1.2300515625,72.41,91.57
186,2.4847043931255266,1.170971875,72.95,92.41
187,2.4818980010004568,1.1821703125,73.16,92.21
188,2.486825087464268,1.1550421875,73.43,92.15
189,2.51540711258804,1.2209265625,73.24,92.38
190,2.5054873606612222,1.1594140625,73.74,92.61
191,2.503529525291599,1.1730546875,73.82,92.58
192,2.457902448278078,1.139909375,74.08,92.92
193,2.500448100850768,1.1984609375,73.58,92.26
194,2.469085820811048,1.152875,74.28,92.73
195,2.4690800798381947,1.1953125,72.95,92.15
196,2.4807301950515765,1.1275390625,74.52,92.54
197,2.492229043292633,1.186084375,74.18,92.16
198,2.4629136366667117,1.1867109375,73.22,92.25
199,2.4772707631432294,1.193846875,73.78,92.2
200,2.5014163811289243,1.1455734375,73.94,92.73
201,2.4653706987139206,1.1871390625,74.15,92.36
202,2.464478872802285,1.1222140625,74.05,92.85
203,2.455823978144442,1.138965625,74.29,92.65
204,2.4404480849582315,1.1808171875,74.1,92.62
205,2.4702966455918727,1.16836875,73.53,92.02
206,2.4354435629789717,1.1633359375,74.4,92.44
207,2.4464255571365356,1.1553078125,74.34,92.36
208,2.4294452293276327,1.163734375,74.25,92.4
209,2.469781981692882,1.1315140625,74.25,92.52
210,2.4343216532171152,1.138521875,74.4,92.62
211,2.405217803241959,1.176425,74.18,92.4
212,2.430987130969801,1.182828125,73.19,92.16
213,2.456089848745495,1.1754078125,73.81,92.39
214,2.465550810060489,1.1586171875,74.13,92.37
215,2.427346130491982,1.176134375,73.7,92.17
216,2.4121326339382216,1.16520625,74.13,92.23
217,2.4112718407536895,1.1566578125,74.57,92.89
218,2.4356045751962405,1.218534375,73.98,92.35
219,2.4620849635933792,1.1807796875,74.16,92.27
220,2.384393946309401,1.142378125,74.3,92.38
221,2.3924231411705557,1.1599671875,73.9,92.37
222,2.403062404652106,1.1365671875,75.0,92.78
223,2.4041095904900995,1.2237234375,73.17,92.48
224,2.4462037161278816,1.1590796875,74.6,93.05
225,2.438050594433627,1.1191609375,75.32,93.24
226,2.3900574648731343,1.2016953125,73.89,92.26
227,2.39849456034305,1.2178828125,73.14,91.69
228,2.4150924510137677,1.1746390625,74.1,92.55
229,2.3984676059168524,1.18520625,74.42,92.59
230,2.362516293757704,1.1406359375,74.74,92.62
231,2.381946036208149,1.17936875,74.31,92.5
232,2.4107267033885904,1.171225,74.84,92.18
233,2.3740859430059125,1.160275,74.76,92.49
234,2.358456822882541,1.1446328125,74.95,92.69
235,2.3575359654640264,1.1452953125,74.86,92.51
236,2.3800989120778904,1.085553125,75.73,93.27
237,2.3439465791712037,1.1634875,74.12,92.33
238,2.3705558399842737,1.130128125,75.3,93.08
239,2.3879219002058196,1.1705359375,74.36,92.24
240,2.3810650038505488,1.1631296875,75.32,92.37
241,2.3422420920849456,1.16831875,75.05,92.57
242,2.356004620941592,1.133215625,75.58,92.88
243,2.338582275924243,1.1248265625,75.54,92.84
244,2.362074044694058,1.11979375,76.06,92.95
245,2.3321302291220496,1.11883125,75.86,92.48
246,2.338410411082523,1.12643125,76.35,92.71
247,2.368183585348874,1.13456875,75.13,92.9
248,2.3723986721221983,1.1156171875,75.7,93.17
249,2.3408170199730027,1.127525,75.72,92.72
250,2.3597883060860725,1.12417265625,76.15,93.22
251,2.3858673653437754,1.12911875,76.33,93.13
252,2.3714628685146533,1.145675,75.26,92.67
253,2.3399041598035493,1.134034375,76.31,93.08
254,2.3277931477440457,1.115634375,75.64,93.12
255,2.3278986815453795,1.196484375,74.48,92.1
256,2.3233977283008884,1.1122515625,76.2,93.37
257,2.2914317215908504,1.137653125,75.49,92.68
258,2.363815279837302,1.0997265625,75.87,93.12
259,2.3145905299620195,1.166490625,75.0,92.14
260,2.3401226803526836,1.1283859375,75.81,92.77
261,2.288319734086148,1.1646734375,75.41,92.45
262,2.2912491297447115,1.104284375,76.36,93.14
263,2.3158114618894845,1.146271875,75.69,92.56
264,2.2866118404532516,1.109703125,76.38,93.05
265,2.27539730140708,1.1269984375,76.08,93.06
266,2.2989674344105544,1.1477921875,75.88,92.82
267,2.3258708306372395,1.1357625,75.91,92.99
268,2.2635872353359616,1.11850625,76.25,93.08
269,2.288796562086147,1.109696875,76.25,93.36
