epoch,train_loss,eval_loss,eval_top1,eval_top5
174,2.429397406865021,1.063875,76.12,93.73
175,2.3910351375001038,1.0711453125,76.46,93.65
176,2.4174171605275014,0.995475,76.59,94.15
177,2.4119382287720255,1.0535359375,76.49,93.81
178,2.3930661835530045,1.0759296875,76.36,94.06
179,2.3741106788571757,1.058365625,76.56,93.61
180,2.3947435080165596,1.0652828125,76.21,94.0
181,2.3823251119801694,1.1023546875,76.08,94.02
182,2.4250571946023216,1.072046875,77.09,94.08
183,2.3954542824919796,1.0926859375,75.99,94.08
184,2.381075952788779,1.0646,77.27,94.18
185,2.3649177258207,1.0007546875,77.21,94.27
186,2.358361984947732,1.0209453125,76.52,94.09
187,2.3845489217438254,1.00516875,77.28,94.36
188,2.389276378896569,1.083025,75.09,93.47
189,2.3646914046186187,1.0161109375,76.68,93.9
190,2.4253923812077383,1.061175,77.07,94.19
191,2.3859712686795125,1.0849359375,76.02,93.89
192,2.3444442048420826,1.0129609375,76.61,94.03
193,2.340105132012605,1.090671875,76.19,93.44
194,2.367956117387007,1.0414703125,76.86,93.84
195,2.358688935732872,1.04291875,77.37,94.24
196,2.3005323663411157,1.068715625,76.57,94.0
197,2.3501993199469338,1.0266015625,76.86,94.45
198,2.370227782735446,1.0673515625,75.67,93.49
199,2.352041037531424,1.0923328125,76.67,93.89
200,2.311851015622118,1.0425,76.78,94.14
201,2.3286483374814217,1.0141734375,77.32,94.38
202,2.3504689937974974,1.1211578125,76.71,93.84
203,2.330916206449003,1.04900625,77.56,94.15
204,2.3512937407487486,1.05715,76.67,93.67
205,2.333654126498214,1.0374265625,77.12,93.83
206,2.3051548720016677,1.045078125,77.26,94.13
207,2.3043370397997576,0.99850546875,77.12,94.21
208,2.3460707089049255,1.0459234375,77.29,93.77
209,2.276458333915388,1.0334046875,77.45,93.85
210,2.303109050560242,1.00046953125,77.47,94.15
211,2.3416941819209294,1.021496875,77.52,94.22
212,2.348908644174339,1.04609375,76.87,93.99
213,2.294865765278532,1.0069953125,77.1,94.33
214,2.2889226671980833,1.050734375,77.57,94.1
215,2.326068253126401,1.04401875,77.82,94.05
216,2.301384428857078,1.0451546875,77.24,94.19
217,2.2847762515389203,1.0777203125,77.34,93.93
218,2.3420995846295325,1.0554359375,77.72,93.95
219,2.329268980270464,1.0222125,77.39,93.82
220,2.286692661604106,1.0355203125,77.66,94.07
221,2.3000479078781284,1.04848046875,77.1,93.93
222,2.3097832963042313,0.997175,78.46,94.27
223,2.2923225175098025,0.979903125,78.19,94.44
224,2.249690763165795,1.0462125,77.37,93.88
225,2.3112780472380554,1.0637453125,77.93,94.25
226,2.259819591854354,1.0433265625,76.58,93.52
227,2.281471266941896,0.974390625,78.05,94.62
228,2.2905456464208194,1.06133125,77.08,94.01
229,2.2622733615272024,1.02824921875,78.24,94.25
230,2.231599089049194,1.02556953125,77.3,93.79
231,2.2620450971068555,1.0078328125,78.2,93.94
232,2.291581414573171,1.00007265625,78.3,94.29
233,2.213401933943569,0.99964375,78.54,94.54
234,2.26833314123288,1.040428125,77.86,93.77
235,2.26929756102275,1.0384609375,77.91,94.23
236,2.2317307631887027,1.04341875,77.32,93.73
237,2.239197813441903,1.030153125,77.5,93.53
238,2.2389784620910236,1.0588015625,77.58,94.03
239,2.2332644174865206,0.960909375,78.31,94.42
240,2.2238479825964963,1.088375,77.71,93.6
241,2.243223586781535,0.9934953125,78.24,94.32
242,2.2275593837916317,1.04296875,77.56,93.79
243,2.220638025432787,1.0372734375,77.64,93.74
244,2.2407620350011026,1.0113546875,78.08,94.1
245,2.238935363430067,1.071884375,78.13,94.0
246,2.249328314571161,1.0231125,78.67,94.27
247,2.204887776002383,0.9959609375,79.02,94.49
248,2.207133675506875,0.98658046875,78.24,94.14
249,2.2399397060446793,0.9608390625,78.54,94.22
250,2.2285665162241566,0.978259375,78.96,94.29
251,2.2106090407060144,0.9970390625,78.45,94.26
252,2.2571881080711695,1.06977421875,78.22,93.88
253,2.2199087864152904,1.0735671875,78.51,94.03
254,2.1735153962189044,1.021284375,78.48,94.24
255,2.2021135912967247,1.041746875,78.56,94.3
256,2.215508024762748,1.076328125,78.26,94.26
257,2.253619729862018,1.06976171875,78.13,94.19
258,2.1643472533677817,0.99105625,78.77,94.3
259,2.1930604219131373,1.0211203125,78.39,93.98
260,2.144395722393495,1.00625625,78.59,93.91
261,2.2142300487480457,1.0292109375,78.57,94.29
262,2.1433909603331367,1.049303125,78.63,94.28
263,2.1691535025949515,1.038640625,78.43,94.07
264,2.1805995454708835,0.9760421875,78.48,94.58
265,2.1523219129492777,0.93694765625,79.48,94.85
266,2.147393317213437,1.0025375,79.36,94.38
267,2.1916121419199603,0.9901828125,78.77,94.49
268,2.1732640228259275,0.960159375,78.93,94.69
269,2.178988374225919,0.98459921875,79.01,94.37
270,2.166049515621,0.986846875,79.1,94.34
271,2.145084481767442,0.983034375,79.07,94.3
272,2.1668347763648867,0.94873359375,79.32,94.75
273,2.117618072048192,0.9668765625,79.34,94.47
274,2.142652492288133,0.9583421875,79.27,94.63
275,2.1808001297536794,1.02196875,79.25,94.43
276,2.1511516082607374,0.9767703125,79.48,94.57
277,2.1362424418807184,0.96664921875,79.04,94.46
278,2.110111303579792,0.977890625,79.82,94.77
279,2.1550865825861885,0.9721171875,79.08,94.41
280,2.170613181881044,0.9573859375,79.53,94.6
281,2.1532388301268126,1.0009109375,79.19,94.51
282,2.105179892535704,1.0329390625,78.37,94.14
283,2.113037315129318,1.009709375,79.05,94.27
284,2.0699537615464685,0.984334375,79.74,94.38
285,2.112082938607615,0.9443609375,79.95,94.6
286,2.116974038290153,1.01434375,79.18,94.3
287,2.1238028898587147,0.95879609375,79.78,94.39
288,2.082883147897244,0.9931734375,79.6,94.48
289,2.1032834484238325,1.0091546875,79.71,94.63
290,2.085708347615451,1.0269359375,79.05,94.1
291,2.068261752436927,1.03640625,79.38,94.08
292,2.106413200325911,0.97007265625,79.7,94.19
293,2.112551509723468,1.0022953125,79.78,94.32
294,2.0906139063468814,1.000553125,80.25,94.29
295,2.0758279006398745,1.03484609375,79.7,94.25
296,2.0779168790494893,0.9239609375,80.45,94.64
297,2.0884858390433227,0.9937828125,79.49,94.33
298,2.105258999499713,0.939321875,80.2,94.74
299,2.0718016830510275,0.9728203125,80.22,94.81
300,2.061923779003446,0.94045625,80.52,94.8
301,2.0735226626127536,0.913765625,80.76,94.73
302,2.0586904902464296,0.95908359375,80.49,94.34
303,2.0646571233086335,1.026559375,80.02,94.39
304,2.0632692441134384,1.00162890625,79.79,94.23
305,2.0719543613789178,0.98806171875,79.95,94.53
306,2.045651231776737,0.9803140625,80.24,94.44
307,2.076610064994968,1.02921171875,79.7,94.26
308,2.0840618131102735,0.971965625,80.24,94.46
309,2.036659908813643,0.93227734375,80.52,94.95
310,2.060327625152549,1.006325,80.52,94.31
311,2.03523107313774,0.95786171875,80.57,94.5
312,2.0245647938700246,0.9586046875,80.22,94.62
313,2.0257043263060486,0.9884765625,80.54,94.6
314,2.043426178252651,1.01126953125,80.13,94.42
315,2.0389851415661018,1.01353359375,80.08,94.22
316,2.0080180060542956,0.9665453125,80.25,94.45
317,2.0083802736980814,0.98165859375,80.38,94.35
318,2.017894229495113,0.9389015625,80.52,94.64
319,1.9770059469567371,0.94552578125,80.69,94.77
320,1.9863120200692004,0.90651875,80.39,94.93
321,2.0253665111434294,0.9307859375,80.92,94.78
322,2.0143389225616652,0.9566734375,80.78,94.74
323,2.0040130384752906,0.924609375,80.77,94.63
324,2.0058273197594128,0.9738515625,81.05,94.63
325,2.0297713527758816,0.97128828125,80.96,94.5
326,2.003953694457739,1.01314765625,80.17,93.89
327,2.004944950304019,1.013465625,80.28,94.11
328,2.037295141919169,0.94560625,80.45,94.48
329,1.9581872325547984,0.9911234375,80.76,94.23
330,2.004024107920223,0.97528828125,80.81,94.54
331,2.025263235678899,1.000015625,80.57,94.39
332,1.9539832291163495,0.95046015625,81.17,94.34
333,1.9865395328299489,0.94998125,81.0,94.85
334,1.9874528002342098,0.9866203125,81.14,94.35
335,1.9788710750477263,0.9604953125,80.58,94.64
336,1.994519383516568,0.95715,81.13,94.7
337,1.9761835160389754,0.935475,81.54,94.65
338,1.9532059863801192,0.93113125,81.33,94.93
339,1.9434371448662155,0.9924765625,80.22,93.98
340,1.952103217417391,0.9086390625,81.25,94.78
341,1.9687554204357114,0.973359375,80.7,94.48
342,1.9787193993905443,0.93752109375,81.01,94.63
343,1.9496521436145455,1.00521171875,80.77,94.46
344,1.9802712235652224,0.96234375,80.98,94.65
345,1.9647897334623887,0.983784375,80.24,94.45
346,1.9400289603598444,0.9963734375,81.04,94.44
347,1.9536380582368633,0.9793484375,81.01,94.64
348,1.9647976551562663,0.930903125,81.4,94.76
349,1.9269167497735018,0.9901671875,80.67,94.55
350,1.9237215512082764,0.8953625,81.32,94.74
351,1.9253971849147244,0.94888671875,81.17,94.49
352,1.9325298731824652,0.956896875,81.44,94.61
353,1.9506539487197672,0.93349453125,81.5,94.58
354,1.9393913327655474,0.947040625,81.52,94.85
355,1.9427414114435564,0.95851953125,81.44,94.83
356,1.9563677305601317,0.93181640625,81.7,94.8
357,1.9296452951797602,1.01655390625,81.1,94.31
358,1.9159513052538628,0.91509765625,81.41,94.77
359,1.936927395044002,1.0015375,81.64,94.68
360,1.9454157675274204,0.9362546875,81.14,94.7
361,1.8968954324417016,0.93601328125,81.53,94.73
362,1.9079627479389596,0.9010328125,81.47,94.64
363,1.9346209129511776,0.93315703125,81.54,94.68
364,1.9380212406342832,0.960825,81.74,94.78
365,1.9059089626759176,0.9569203125,81.38,94.43
366,1.94306529354347,0.96746796875,81.47,94.44
367,1.896736530503604,0.9524890625,81.77,94.52
368,1.9253423331489026,0.978740625,81.29,94.59
369,1.9358211729804318,0.95267734375,81.56,94.72
370,1.9321142660213035,0.94013984375,81.68,94.81
371,1.905250098885403,0.943259375,81.57,94.61
372,1.9319854972457153,0.9372296875,81.44,94.66
373,1.9266713895809942,0.926365625,82.03,94.68
