epoch,train_loss,eval_loss,eval_top1,eval_top5
127,2.7161431903265196,1.3871515625,67.98,90.05
128,2.763910375087118,1.3899765625,67.92,89.62
129,2.7304544462589844,1.39281484375,67.44,89.55
130,2.7378516384947775,1.3668171875,67.5,89.46
131,2.769793008109519,1.37755,67.9,90.0
132,2.762160139718831,1.328875,69.51,90.43
133,2.7408549893986094,1.4073046875,66.7,89.19
134,2.7058820045253835,1.3522234375,68.59,89.85
135,2.725501878313463,1.33839375,68.98,90.3
136,2.7153041304760492,1.3182109375,68.25,90.57
137,2.691108108940564,1.293540625,68.72,90.91
138,2.7121375443535487,1.337471875,69.22,90.69
139,2.688304322171913,1.3155578125,68.28,90.59
140,2.659828899917163,1.3437515625,69.0,89.96
141,2.670524684018271,1.3535109375,69.56,90.95
142,2.701223212991878,1.34350625,68.1,89.89
143,2.715252490873984,1.30335625,69.69,90.67
144,2.6461746465228737,1.259546875,68.46,90.68
145,2.7211176331003557,1.3701984375,67.72,90.01
146,2.7083278876108032,1.3768875,68.77,90.73
147,2.670347870693622,1.3507640625,68.34,90.17
148,2.677023646620874,1.2972625,69.03,90.52
149,2.6853295898925937,1.2959328125,69.45,90.74
150,2.7185699999256108,1.284575,70.05,90.73
151,2.6447977064208397,1.2642015625,69.3,90.78
152,2.6957798536852593,1.3124359375,69.05,90.33
153,2.681967545257793,1.2694375,70.1,90.99
154,2.6632208950846206,1.3387375,67.89,89.83
155,2.662877204170911,1.3399171875,70.13,90.7
156,2.6144827679085823,1.31315625,69.74,90.87
157,2.679747901255892,1.31814375,69.99,90.7
158,2.659846407503233,1.26643125,69.99,91.12
159,2.6160914618593476,1.3363953125,69.07,90.73
160,2.6531831552674006,1.313446875,68.99,90.37
161,2.653416533170986,1.3019859375,70.0,90.6
162,2.6036195190248965,1.36575625,68.31,89.53
163,2.6604040242950986,1.3201625,68.94,90.68
164,2.6550655157404277,1.2638265625,70.68,91.17
165,2.6535367935170897,1.3296375,69.82,90.71
166,2.6106676038798238,1.29616875,70.13,91.12
167,2.6598666014958283,1.3889046875,68.93,90.14
168,2.6484696474331746,1.2525828125,69.76,90.68
169,2.630528553042003,1.2864109375,69.88,90.63
170,2.628201580688682,1.2705328125,70.63,90.98
171,2.5920262385574713,1.31075625,70.38,91.11
172,2.606742386476026,1.287190625,69.7,90.65
173,2.610465281598852,1.2956578125,70.07,90.71
174,2.6465347512278146,1.3346109375,69.41,90.53
175,2.6138386587479965,1.26146875,69.69,91.37
176,2.652122234870774,1.293784375,70.21,90.95
177,2.6273320347032536,1.2162625,70.79,91.65
178,2.6208631448953312,1.30983125,70.23,90.96
179,2.578978836460089,1.285503125,69.95,90.49
180,2.599237780717515,1.258734375,71.06,91.08
181,2.5871430881197415,1.2172875,70.41,91.03
182,2.5717600121540847,1.3124953125,68.51,90.28
183,2.579400695545573,1.25385625,71.47,91.43
184,2.5744207160268338,1.2972484375,70.27,90.65
185,2.5914438666821136,1.308103125,70.58,90.62
186,2.5674887144611374,1.258640625,70.92,90.99
187,2.560061623894451,1.2604828125,69.86,90.91
188,2.569432867626527,1.22586953125,70.97,91.43
189,2.59446332839326,1.3145625,70.54,91.06
190,2.5927358424617752,1.1951203125,71.63,91.55
191,2.5852071039197386,1.315546875,69.16,90.05
192,2.5379867124801714,1.1999875,71.95,91.65
193,2.580874327660828,1.2863453125,71.17,90.93
194,2.5454543461109704,1.2435234375,71.05,91.07
195,2.543727692812872,1.2514640625,71.21,90.82
196,2.5547584014421236,1.25005,70.75,90.76
197,2.568546572506962,1.26265625,71.29,90.87
198,2.5403043169065564,1.2391390625,71.1,91.05
199,2.5543688715801656,1.29019375,71.52,90.86
200,2.575993314442653,1.2383890625,70.78,91.13
201,2.543969458868195,1.2536828125,71.14,91.12
202,2.545664179645641,1.21685,71.19,91.62
203,2.5360054195919353,1.195653125,71.87,91.61
204,2.512847985867196,1.2643921875,71.32,91.3
205,2.547383558276979,1.20994921875,71.8,91.47
206,2.5091718951199637,1.2443390625,71.11,91.22
207,2.5216491874140448,1.2166171875,71.88,91.26
208,2.5025857110029603,1.22525078125,72.14,91.31
209,2.54892904428758,1.231975,70.91,91.09
210,2.511719563553794,1.2330765625,71.68,91.51
211,2.4796409686304695,1.2299171875,71.61,91.24
212,2.4933809040450563,1.20927421875,72.21,91.47
213,2.5312546433620966,1.2316328125,71.1,91.01
214,2.536532884981202,1.1838453125,72.13,91.74
215,2.498750968260283,1.2637859375,70.98,90.79
216,2.480219309827582,1.24049375,71.15,91.14
217,2.481090331657595,1.243265625,72.19,91.36
218,2.50611167604273,1.320540625,71.14,90.38
219,2.5263284313541368,1.2123640625,72.81,91.4
220,2.4517747702580257,1.2243359375,72.38,91.19
221,2.459334951509434,1.18780234375,72.37,91.84
222,2.470368468501962,1.20570625,72.69,91.82
223,2.475482124067299,1.257421875,72.29,91.17
224,2.5119637191371944,1.236884375,72.42,91.72
225,2.4994703763273094,1.2138390625,72.2,91.48
226,2.455569438531365,1.2577671875,72.15,91.47
227,2.46571955119144,1.2256296875,72.49,91.56
228,2.4749512219093215,1.2841375,71.27,90.99
229,2.463028305318688,1.21246015625,73.07,91.68
230,2.4258855508017936,1.173328125,73.17,91.84
231,2.443671063180159,1.23196171875,71.79,91.04
232,2.4723867167278684,1.2253171875,72.31,91.72
233,2.433972041524479,1.19251875,73.05,91.92
234,2.421447923485662,1.2139828125,72.56,91.21
235,2.4216050881887674,1.223653125,72.97,91.74
236,2.4414057722470215,1.180509375,72.58,92.01
237,2.4104372559069978,1.2201765625,72.46,91.33
238,2.4271569132957507,1.18943125,72.9,91.73
239,2.448940786295755,1.2786609375,71.62,90.86
240,2.440778600879576,1.2387078125,72.8,91.67
241,2.4068251457470784,1.2113890625,72.62,91.24
242,2.413168889001756,1.19969375,73.27,92.05
243,2.394823480659807,1.20168046875,73.15,91.59
244,2.4184216824139586,1.177534375,73.62,91.85
245,2.3928831769928585,1.1940765625,73.57,91.88
246,2.3974119943784844,1.219,72.78,91.73
247,2.43040448022713,1.17631796875,73.93,92.11
248,2.4268844863364087,1.19659375,72.78,91.84
249,2.3948804463680817,1.20487265625,72.88,91.84
250,2.4183579017807673,1.1628140625,73.88,92.16
251,2.4377857532147105,1.17705703125,73.87,92.23
252,2.4347686917162124,1.15473125,74.04,92.01
253,2.3917437181277403,1.1769671875,73.49,91.99
254,2.3830801385923475,1.17964375,73.43,91.84
255,2.37910590068021,1.2195609375,73.69,91.81
256,2.3800664354072794,1.1617703125,73.84,92.06
257,2.3442901585074605,1.2190109375,72.34,91.57
258,2.420977328559348,1.13126328125,73.94,92.27
259,2.3697246978591253,1.2106484375,73.2,91.76
260,2.3910547519310184,1.162403125,73.83,91.92
261,2.3398660026042317,1.2128484375,73.46,91.43
262,2.341274205609565,1.1561625,74.22,92.24
263,2.3615133779912845,1.2203171875,72.71,91.23
264,2.3334918521277883,1.17735,73.82,91.85
265,2.321966641538427,1.1457890625,74.59,92.19
266,2.349376184229051,1.178978125,74.18,92.31
